	ID	Text	Text_korr	Span	StartChar	EndChar	Code-annotator1	Code-annotator2	Code-annotator3	Code-annotator4	status	context_before	match	context_after	max_agreement_freq	max_agreement_label
Forschungsstand_12-08-26_09-19-81_SB13+1331	1251.0	Forschungsstand_12-08-26_09-19-81_SB13	12-08-26_Forschungsstand_09-19-81_SB13.txt	ich	1331	1334	Verfasser-Ich	Verfasser-Ich	Forscher-Ich	Verfasser-Ich	fullmatch	ungsmethode Strafe greifen, welche Art der Strafe sie für notwendig halten?“.  Es gibt dazu zahlreiche Thesen/Aussagen/Forschungen der Pädagogen, die 	ich	 anhand der wichtigsten pädagogischen Zeitschriften und erziehungswissenschaftlicher Sammelbände darlegen werde.  Im Beitrag von Baeschlin/Baeschlin/S	3	Verfasser-Ich
HA-Bedrohte-Sprachen_14-04-16_10-08-86_SB12+1516	1427.0	HA-Bedrohte-Sprachen_14-04-16_10-08-86_SB12	14-04-16_HA-Bedrohte-Sprachen_10-08-86_SB12.txt	ich	1516	1519	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	fullmatch	ben sind. Doch wie kommt es dazu, dass eine Sprache ausstirbt und welches sind die Faktoren, die solche Prozesse beeinflussen. In dieser Arbeit werde 	ich	 zuerst einige Fachtermini anführen und erläutern und   Die meisten Afrikaner sind gut in Sprachen und sprechen oftmals mehrere Sprachen. Das liegt da	4	Verfasser-Ich
HA-Berkeley_16-04-20_07-22-61_SB02+3394	1430.0	HA-Berkeley_16-04-20_07-22-61_SB02	16-04-20_HA-Berkeley_07-22-61_SB02.txt	ich	3394	3397	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	fullmatch	rakte Gedanken der Philosophie zu reproduzieren.  Auffälig ist, dass Berkeley historisch betrachtet, der Zeit der Aufklärung einzuordnen ist, weshalb 	ich	 die Frage beantworten möchte, ob es rechtens ist, Berkeley als einen Aufklärer zu betrachten.  Es fehlt der Aufbau der Arbeit. Wie gehst du vor? Das 	4	Verfasser-Ich
HA-Bildungsstandards_12-10-12_24-06-97_SB13+18194	1484.0	HA-Bildungsstandarts_12-10-12_24-06-97_SB13	12-10-12_HA-Bildungsstandarts_24-06-97_SB13.txt	Ich	18194	18197	Erzähler-Ich	Erzähler-Ich	Erzähler-Ich	Erzähler-Ich	fullmatch	nd solche Kompetenzen wie: Reflexionsfähigkeit, Professionsbewusstsein Diskursfähigkeit, Kooperation, Kollegialität und Differenzfähigkeit notwendig. 	Ich	 verfüge bereits über Kompetenzen wie Reflexionsfähigkeit, Kooperation und Kollegialität. Ich spüre die Verantwortung für mein Handeln, kann eine krit	4	Erzähler-Ich
HA-Bildungsstandards_12-10-12_24-06-97_SB13+18287	1485.0	HA-Bildungsstandarts_12-10-12_24-06-97_SB13	12-10-12_HA-Bildungsstandarts_24-06-97_SB13.txt	Ich	18287	18290	Erzähler-Ich	Erzähler-Ich	Erzähler-Ich	Erzähler-Ich	fullmatch	eration, Kollegialität und Differenzfähigkeit notwendig. Ich verfüge bereits über Kompetenzen wie Reflexionsfähigkeit, Kooperation und Kollegialität. 	Ich	 spüre die Verantwortung für mein Handeln, kann eine kritische Haltung zu meinem Unterricht nehmen, ihn analysieren und daraus Konsequenzen ziehen. Di	4	Erzähler-Ich
HA-Bildungsstandards_12-10-12_24-06-97_SB13+18483	1486.0	HA-Bildungsstandarts_12-10-12_24-06-97_SB13	12-10-12_HA-Bildungsstandarts_24-06-97_SB13.txt	ich	18483	18486	Erzähler-Ich	Erzähler-Ich	Erzähler-Ich	Erzähler-Ich	fullmatch	kann eine kritische Haltung zu meinem Unterricht nehmen, ihn analysieren und daraus Konsequenzen ziehen. Die Kritik von der Seite des Kollegiums sehe 	ich	 als eine Möglichkeit zur Entwicklung meines Unterrichtes. Ich finde die Kooperation ist ein Instrument, ohne das keine Unterrichtsentwicklung zu ermö	4	Erzähler-Ich
HA-Bildungsstandards_12-10-12_24-06-97_SB13+18545	1487.0	HA-Bildungsstandarts_12-10-12_24-06-97_SB13	12-10-12_HA-Bildungsstandarts_24-06-97_SB13.txt	Ich	18545	18548	Erzähler-Ich	Erzähler-Ich	Erzähler-Ich	Erzähler-Ich	fullmatch	nalysieren und daraus Konsequenzen ziehen. Die Kritik von der Seite des Kollegiums sehe ich als eine Möglichkeit zur Entwicklung meines Unterrichtes. 	Ich	 finde die Kooperation ist ein Instrument, ohne das keine Unterrichtsentwicklung zu ermöglichen wäre. Ich bin bereit gemeinsam an der Unterrichtentwic	4	Erzähler-Ich
HA-Bildungsstandards_12-10-12_24-06-97_SB13+18650	1488.0	HA-Bildungsstandarts_12-10-12_24-06-97_SB13	12-10-12_HA-Bildungsstandarts_24-06-97_SB13.txt	Ich	18650	18653	Erzähler-Ich	Erzähler-Ich	Erzähler-Ich	Erzähler-Ich	fullmatch	ichkeit zur Entwicklung meines Unterrichtes. Ich finde die Kooperation ist ein Instrument, ohne das keine Unterrichtsentwicklung zu ermöglichen wäre. 	Ich	 bin bereit gemeinsam an der Unterrichtentwicklung zu arbeiten.  In dem Bereich der Differenzfähigkeit sehe ich Entwicklungsbedarf. Wie mit der Hetero	4	Erzähler-Ich
HA-Bildungsstandards_12-10-12_24-06-97_SB13+18761	1489.0	HA-Bildungsstandarts_12-10-12_24-06-97_SB13	12-10-12_HA-Bildungsstandarts_24-06-97_SB13.txt	ich	18761	18764	Erzähler-Ich	Erzähler-Ich	Forscher-Ich	Forscher-Ich	fullmatch	richtsentwicklung zu ermöglichen wäre. Ich bin bereit gemeinsam an der Unterrichtentwicklung zu arbeiten.  In dem Bereich der Differenzfähigkeit sehe 	ich	 Entwicklungsbedarf. Wie mit der Heterogenität gearbeitet wird, wie das pädagogische Handeln auf die Entwicklung jedes einzelnen Kindes gerichtet sein	2	Erzähler-Ich
HA-Bildungsstandards_12-10-12_24-06-97_SB13+19014	1490.0	HA-Bildungsstandarts_12-10-12_24-06-97_SB13	12-10-12_HA-Bildungsstandarts_24-06-97_SB13.txt	ich	19014	19017	Erzähler-Ich	Erzähler-Ich	Erzähler-Ich	Erzähler-Ich	fullmatch	 Entwicklung jedes einzelnen Kindes gerichtet sein muss, auf was zu achten ist, und welche Methoden anzuwenden sind, sind das die Bereiche, bei denen 	ich	 Entwicklungsbedarf spüre.  4. Fazit Die aktuellen Situationen in den Schulen Deutschlands haben sich verschlechtert und es besteht Entwicklungsbedarf	4	Erzähler-Ich
HA-Bildungsstandards_12-10-12_24-06-97_SB13+3059	1479.0	HA-Bildungsstandarts_12-10-12_24-06-97_SB13	12-10-12_HA-Bildungsstandarts_24-06-97_SB13.txt	ich	3059	3062	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	fullmatch	e Ziele erläutert. Dann sollen die Perspektiven, die Bildungsstandards für Unterrichtsentwicklung eröffnen, erforscht werden. Schließlich reflektiere 	ich	, inwieweit ich bereits über die notwendigen Kompetenzen verfüge und welche noch zu entwickeln sind. Die zu erforschenden Fragen werden zusammengefass	4	Verfasser-Ich
HA-Bildungsstandards_12-10-12_24-06-97_SB13+3074	1541.0	HA-Bildungsstandarts_12-10-12_24-06-97_SB13	12-10-12_HA-Bildungsstandarts_24-06-97_SB13.txt	ich	3074	3077	Verfasser-Ich	Verfasser-Ich	None	Verfasser-Ich	fullmatch	rt. Dann sollen die Perspektiven, die Bildungsstandards für Unterrichtsentwicklung eröffnen, erforscht werden. Schließlich reflektiere ich, inwieweit 	ich	 bereits über die notwendigen Kompetenzen verfüge und welche noch zu entwickeln sind. Die zu erforschenden Fragen werden zusammengefasst und die Ergeb	3	Verfasser-Ich
HA-Chancengleichheit_14-12-29_22-14-33_SB02+3354	1496.0	HA-Chancengleichheit_14-12-29_22-14-33_SB02	14-12-29_HA-Chancengleichheit_22-14-33_SB02.txt	ich	3354	3357	Verfasser-Ich	Verfasser-Ich	Forscher-Ich	Verfasser-Ich	rough_match_5	nd Jugendlichen mit ganz unterschiedlichen Lernvoraussetzungen noch nicht die Regel ist (vgl. Terfloth & Bauersfeld 2012:43). Im Folgenden untersuche 	ich	 die Rahmenbedingungen, die notwendig sind, dass eine Schule für Alle entstehen kann: Dafür beschreibe ich in einem kurzen historischen Rückblick die 	3	Verfasser-Ich
HA-Chancengleichheit_14-12-29_22-14-33_SB02+3460	1498.0	HA-Chancengleichheit_14-12-29_22-14-33_SB02	14-12-29_HA-Chancengleichheit_22-14-33_SB02.txt	ich	3460	3463	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	rough_match_5	auersfeld 2012:43). Im Folgenden untersuche ich die Rahmenbedingungen, die notwendig sind, dass eine Schule für Alle entstehen kann: Dafür beschreibe 	ich	 in einem kurzen historischen Rückblick die Entwicklung von Exklusion zur Inklusion in Deutschland und zitiere aus der UN-Behindertenrechtskonvention 	4	Verfasser-Ich
HA-Chancengleichheit_14-12-29_22-14-33_SB02+3754	1499.0	HA-Chancengleichheit_14-12-29_22-14-33_SB02	14-12-29_HA-Chancengleichheit_22-14-33_SB02.txt	ich	3754	3757	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	rough_match_5	nvention die wesentlichen Bestimmungen für ein inklusives Schulsystem. Neben den aktuellen Forschungsergebnissen zur gemeinsamen Beschulung beleuchte 	ich	 dann die entscheidenden Voraussetzungen für eine inklusive Schule sowie ihre Barrieren und erläutere die Bausteine einer inklusiven Didaktik. Abschli	4	Verfasser-Ich
HA-Chancengleichheit_14-12-29_22-14-33_SB02+3920	1500.0	HA-Chancengleichheit_14-12-29_22-14-33_SB02	14-12-29_HA-Chancengleichheit_22-14-33_SB02.txt	ich	3920	3923	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	rough_match_5	scheidenden Voraussetzungen für eine inklusive Schule sowie ihre Barrieren und erläutere die Bausteine einer inklusiven Didaktik. Abschließend stelle 	ich	 zwei erfolgreiche inklusive Schulkonzepte, einmal in Deutschland sowie in der kanadischen Provinz Alberta vor, in der inklusive Bildung bereits seit 	4	Verfasser-Ich
HA-Chemiedidaktik_14-12-04_27-06-19_SB02+1210	1512.0	HA-Chemiedidaktik_14-12-04_27-06-19_SB02	14-12-04_HA-Chemiedidaktik_27-06-19_SB02.txt	Ich	1210	1213	Verfasser-Ich	Erzähler-Ich	Forscher-Ich	Erzähler-Ich	fullmatch	vor dem Chemieunterricht an dem Fach. Was ist ihre Motivation dieses Fach zu lernen und auf langer Sicht warum nimmt das Interesse an der Chemie ab.  	Ich	 habe diesen Weg mir ausgesucht, um zu schauen, wie ist die Einstellung der SuS vor dem Chemieunterricht und was sind ihre Erwartungen? Daher habe ich	2	Erzähler-Ich
HA-Chemiedidaktik_14-12-04_27-06-19_SB02+1360	1513.0	HA-Chemiedidaktik_14-12-04_27-06-19_SB02	14-12-04_HA-Chemiedidaktik_27-06-19_SB02.txt	ich	1360	1363	Verfasser-Ich	Erzähler-Ich	Forscher-Ich	Erzähler-Ich	fullmatch	Ich habe diesen Weg mir ausgesucht, um zu schauen, wie ist die Einstellung der SuS vor dem Chemieunterricht und was sind ihre Erwartungen? Daher habe 	ich	 einen Fragebogen erstellt und ihn einer Klasse vorgelegt bevor sie je Chemieunterricht hatten.  In der Europaischen Kommission von 2004 & 2007 steht:	2	Erzähler-Ich
HA-Chemiedidaktik_14-12-04_27-06-19_SB02+723	1509.0	HA-Chemiedidaktik_14-12-04_27-06-19_SB02	14-12-04_HA-Chemiedidaktik_27-06-19_SB02.txt	ich	723	726	Erzähler-Ich	Erzähler-Ich	Erzähler-Ich	Erzähler-Ich	fullmatch	ührung der Studie  3.2 Ergebnisse der Studie 4 Fazit 5 Anhang 6 Literaturverzeichnis        1. Einleitung Als Lehramtstudierende im Fach Chemie stoße 	ich	 sehr oft auf die Frage: warum studiere ich Chemie? Die meisten Menschen sind der Chemie abgeneigt. Sie haben das Fach in der Schule nicht gemocht, ma	4	Erzähler-Ich
HA-Chemiedidaktik_14-12-04_27-06-19_SB02+938	1511.0	HA-Chemiedidaktik_14-12-04_27-06-19_SB02	14-12-04_HA-Chemiedidaktik_27-06-19_SB02.txt	ich	938	941	Erzähler-Ich	Erzähler-Ich	Forscher-Ich	Erzähler-Ich	fullmatch	n Menschen sind der Chemie abgeneigt. Sie haben das Fach in der Schule nicht gemocht, mag es am Lehrer liegen oder am Unterricht selber. Daher wollte 	ich	 gerne wissen wie sieht es denn bei den Schülerinnen und Schülern (SuS) heutzutage aus.  Wie ist das Interesse der SuS vor dem Chemieunterricht an dem	3	Erzähler-Ich
HA-Digitale-Signale_11-11-22_31-23-46_WB06+19953	1531.0	HA-Digitale-Signale_11-11-22_31-23-46_WB06	11-11-22_HA-Digitale-Signale_31-23-46_WB06.txt	ich	19953	19956	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	fullmatch	er für Medieninhalte. Über das Internet vernetzt mit 2 unterschiedlich konfigurierten Display-Clients.  Beispiel Q-Screens  Als viertes Beispiel habe 	ich	 das Digital Signage System von Q-Screens Hier ist es ein Digital Signage System gebunden an den Werbezweck in der Umgebung der Einkaufszentren. Der t	4	Verfasser-Ich
HA-Digitale-Signale_11-11-22_31-23-46_WB06+20369	1532.0	HA-Digitale-Signale_11-11-22_31-23-46_WB06	11-11-22_HA-Digitale-Signale_31-23-46_WB06.txt	ich	20369	20372	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	fullmatch	ragt sind.  Q-Screens (Kiosk Digital Signage System)  Digital Signage und Marketing Nachdem die Begrifflichkeit „Digital Signage“ erklärt wurde, baue 	ich	 die Brücke zum Marketing und deren Forschungsgrundlagen auf. Digital Signage im Marketing Bereich ist einzuordnen unter dem Begriff „Ambient Media“. 	4	Verfasser-Ich
HA-Digitale-Signale_11-11-22_31-23-46_WB06+23420	1533.0	HA-Digitale-Signale_11-11-22_31-23-46_WB06	11-11-22_HA-Digitale-Signale_31-23-46_WB06.txt	ich	23420	23423	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	fullmatch	erden. Zum einen nach dem Format und zum anderen nach dem Lebensumfeld. Da der Format die stärkere begriffliche Nähe zu Digital Signage steht, stelle 	ich	 diese Kategorisierung stärker in den Vordergrund um den Zusammenhang zu unterstreichen.  Organigramm  SEQ Organigramm \* ARABIC 4: Ambient Media Form	4	Verfasser-Ich
HA-Digitale-Signale_11-11-22_31-23-46_WB06+8586	1530.0	HA-Digitale-Signale_11-11-22_31-23-46_WB06	11-11-22_HA-Digitale-Signale_31-23-46_WB06.txt	ich	8586	8589	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	fullmatch	in der Lage ist, die Inhalte wiederzugeben, und letztendlich auch die Inhalte (Bilder, Videos usw.) selbst (vgl. Diplomarbeit  S70) Zuerst beschreibe 	ich	 den Digital-Signage-Prozess um einen Gesamtüberblick zu haben. Darauf folgt eine genauere Betrachtung der Komponenten. Der Digital-Signage-Prozess be	4	Verfasser-Ich
HA-Dyslalie_13-06-15_25-26-16_WB06+1466	1539.0	HA-Dyslalie_13-06-15_25-26-16_WB06	13-06-15_HA-Dyslalie_25-26-16_WB06.txt	Ich	1466	1469	Verfasser-Ich	Verfasser-Ich	Forscher-Ich	Verfasser-Ich	fullmatch	nd neue Lautekettendazu. Jedoch haben viele Kinder auch nach dem Spracherwerb Probleme mit der Artikulation verschiedener Phonemen (in dieser Arbeit) 	Ich	 werde mich auf derartige Sprechstörungen konzentrieren, besonders auf die Dyslalie.           Sprechstörungen   Definition Der Begriff „Sprechstörung	3	Verfasser-Ich
HA-Einleitung_16-02-28_10-07-01_SB01+280	1543.0	HA-Einleitung_16-02-28_10-07-01_SB01	16-02-28_HA-Einleitung_10-07-01_SB01.txt	ich	280	283	Erzähler-Ich	Erzähler-Ich	SB-Ich	Erzähler-Ich	fullmatch	kisch aussiehst und klingst.  Solche und ähnliche Aussagen, die unterschwellig sowohl positive, als auch negative Botschaften transportieren, bekomme 	ich	 ziemlich häufig zu hören und bezweifle auch, dass diese jemals aus der Welt geschaffen werden können. Denn solche Äußerungen zeigen zugleich, wie der	3	Erzähler-Ich
HA-Erziehung-Bildung-und-Sozialisation_14-03-12_05-14-47+10152	1544.0	HA-Erziehung-Bildung-und-Sozialisation_14-03-12_05-14-47	14-03-12_HA-Erziehung-Bildung-und-Sozialisation_05-14-47.txt	ich	10152	10155	Erzähler-Ich	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	Erzähler-Ich	fullmatch	ner Schwester. Nach etwa einer Stunde begannen sie, gemeinsam zu spielen. Der Besuch blieb bis ca. 18 Uhr. Als der Besuch weg war, spielten Elias und 	ich	 gemeinsam.  Zwischendurch kam die Schwester von Elias und spielte mit ihm. Danach bauten Elias und ich im Wohnzimmer eine Höhle und taten so, als sei	2	Erzähler-Ich
HA-Erziehung-Bildung-und-Sozialisation_14-03-12_05-14-47+10255	1546.0	HA-Erziehung-Bildung-und-Sozialisation_14-03-12_05-14-47	14-03-12_HA-Erziehung-Bildung-und-Sozialisation_05-14-47.txt	ich	10255	10258	Erzähler-Ich	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	Erzähler-Ich	fullmatch	hr. Als der Besuch weg war, spielten Elias und ich gemeinsam.  Zwischendurch kam die Schwester von Elias und spielte mit ihm. Danach bauten Elias und 	ich	 im Wohnzimmer eine Höhle und taten so, als seien wir kämpfende Leoparden, Panther bzw. Geparden. Bevor Elias Abendbrot aß, sprach er mir noch einige 	2	Erzähler-Ich
HA-Erziehung-Bildung-und-Sozialisation_14-03-12_05-14-47+10525	1547.0	HA-Erziehung-Bildung-und-Sozialisation_14-03-12_05-14-47	14-03-12_HA-Erziehung-Bildung-und-Sozialisation_05-14-47.txt	ich	10525	10528	Erzähler-Ich	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	Erzähler-Ich	fullmatch	ot aß, sprach er mir noch einige Sätze nach. Nach dem  Abendbrot malten wir gemeinsam. Im Anschluss suchten er und seine Mutter ein Buch aus, aus dem 	ich	 vorlesen sollte.  Während des Spielens wechselten die Schwester des Kindes und ich uns damit ab, einige gesagte Sätze von dem Kind zu notieren. Paral	2	Erzähler-Ich
HA-Erziehung-Bildung-und-Sozialisation_14-03-12_05-14-47+10608	1548.0	HA-Erziehung-Bildung-und-Sozialisation_14-03-12_05-14-47	14-03-12_HA-Erziehung-Bildung-und-Sozialisation_05-14-47.txt	ich	10608	10611	Erzähler-Ich	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	Erzähler-Ich	fullmatch	am. Im Anschluss suchten er und seine Mutter ein Buch aus, aus dem ich vorlesen sollte.  Während des Spielens wechselten die Schwester des Kindes und 	ich	 uns damit ab, einige gesagte Sätze von dem Kind zu notieren. Parallel und im direkten Anschluss der Beobachtungen füllte ich die Bewertungsbögen aus.	2	Erzähler-Ich
HA-Erziehung-Bildung-und-Sozialisation_14-03-12_05-14-47+10733	1549.0	HA-Erziehung-Bildung-und-Sozialisation_14-03-12_05-14-47	14-03-12_HA-Erziehung-Bildung-und-Sozialisation_05-14-47.txt	ich	10733	10736	Erzähler-Ich	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	Erzähler-Ich	fullmatch	Schwester des Kindes und ich uns damit ab, einige gesagte Sätze von dem Kind zu notieren. Parallel und im direkten Anschluss der Beobachtungen füllte 	ich	 die Bewertungsbögen aus.  4.3 Ergebnisse Im Begleitheft von Seldak werden acht Bewertungskriterien aufgelistet. Bei der Beobachtung konnten nicht all	2	Erzähler-Ich
HA-Erziehung-Bildung-und-Sozialisation_14-03-12_05-14-47+9605	1278.0	HA-Erziehung-Bildung-und-Sozialisation_14-03-12_05-14-47	14-03-12_HA-Erziehung-Bildung-und-Sozialisation_05-14-47.txt	ich	9605	9608	Erzähler-Ich	"""Ich"" in Beispielen,Zitaten etc"	Erzähler-Ich	Erzähler-Ich	fullmatch	Woche den Kindergarten, wo er nachmittags von seiner Mutter oder seinem Vater abgeholt wird.    4.2 Setting Das Kind war mit der Mutter zu Hause, als 	ich	 mit der 20 Jahre älteren Halbschwester gegen 16 Uhr bei deren Zuhause ankam. Als Elias mich sah, versteckte sich der Junge hinter seiner älteren Schw	3	Erzähler-Ich
HA-Hauptteil1_16-02-28_10-07-01_SB01+18197	1611.0	HA-Hauptteil1_16-02-28_10-07-01_SB01	16-02-28_HA-Hauptteil1_10-07-01_SB01.txt	ich	18197	18200	"""Ich"" in Beispielen,Zitaten etc"	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	rough_match_5	tisiert, die Eltern heirateten aus liebe und die Beziehung wird als partnerschaftlich und demokratisch dargestellt (vgl. ebd.).   Sprache  Hier werde 	ich	 auch noch einige Merkmal zu ihrer Sprache nennen                         II. Vergleich von zwei türkischen Migrantengruppen  	3	Verfasser-Ich
HA-Ich-Vorkommnisse_16-04-13_82-25-11_SB28+1045	1619.0	HA-Ich-Vorkommnisse_16-04-13_82-25-11_SB28	16-04-13_HA-Ich-Vorkommnisse_82-25-11_SB28.txt	ich	1045	1048	Verfasser-Ich	Verfasser-Ich	"""Ich"" in Beispielen,Zitaten etc"	Verfasser-Ich	rough_match_5	f (2007) genannt wurden, wiederfinden lassen.  Da für die Untersuchung nur die ersten 15 Seiten der jeweiligen Aufsätze verwendet worden sind, möchte 	ich	 erstmals die Ich-Vorkommnisse der ganzen Aufsätze darstellen.  Im ersten Aufsatz „Konzepte des Lügens“ von Jörg Meibauer kommt das Pronomen Ich 68 Ma	3	Verfasser-Ich
HA-Ich-Vorkommnisse_16-04-13_82-25-11_SB28+3622	1643.0	HA-Ich-Vorkommnisse_16-04-13_82-25-11_SB28	16-04-13_HA-Ich-Vorkommnisse_82-25-11_SB28.txt	ich	3622	3625	Verfasser-Ich	Verfasser-Ich	"""Ich"" in Beispielen,Zitaten etc"	Erzähler-Ich	rough_match_10	mnisse war durchaus nicht leicht zu treffen. Häufig kam es während der Untersuchung vor, dass das Ich in einigen Sätzen mehrdeutig war. In Fällen, wo 	ich	 mir nicht sicher war, ob es der Verfasser-Ich Typ ist, oder der Forscher-Ich, habe ich meistens beide Typen in der Tabelle eingetragen.   	2	Verfasser-Ich
HA-Islam-in-Deutschland_12-12-16_08-03-18_SB13+3342	1663.0	HA-Islam-in-Deutschland_12-12-16_08-03-18_SB13	12-12-16_HA-Islam-in-Deutschland_08-03-18_SB13.txt	ich	3342	3345	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	rough_match_15	t sich mit Islam Geschichte, wobei es sich in dem ersten Teil der Arbeit um eine grundlegende Einführung in die Islam handelt. Darauf aufbauend werde 	ich	 auf das Leben Mohammad und Entstehung Islams eingehen. Zudem werden die islamischen Gruppierungen erläutert. Auf der Grundlage der Entstehung des Isl	4	Verfasser-Ich
HA-Islam-in-Deutschland_12-12-16_08-03-18_SB13+3689	1664.0	HA-Islam-in-Deutschland_12-12-16_08-03-18_SB13	12-12-16_HA-Islam-in-Deutschland_08-03-18_SB13.txt	ich	3689	3692	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	rough_match_15	 das Glauben der Moslime weiterhin präzisiert. Im zweiten Kapitel wird weiterführend die Spaltungen der Schiiten und Sunniten ausgeführt. Zudem werde 	ich	 unter anderem erläutern, wie sich der Glaube der schiitischen Gruppe entwickelte. Anschließend werde ich besonders auf die Zwölfer Schiiten eingehen 	4	Verfasser-Ich
HA-Islam-in-Deutschland_12-12-16_08-03-18_SB13+3794	1665.0	HA-Islam-in-Deutschland_12-12-16_08-03-18_SB13	12-12-16_HA-Islam-in-Deutschland_08-03-18_SB13.txt	ich	3794	3797	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	rough_match_15	chiiten und Sunniten ausgeführt. Zudem werde ich unter anderem erläutern, wie sich der Glaube der schiitischen Gruppe entwickelte. Anschließend werde 	ich	 besonders auf die Zwölfer Schiiten eingehen und die Schiitische Trauerfeiern darstellen.   Als Basis für die Überlegungen zur Islams Geschichte haben	4	Verfasser-Ich
HA-Kooperatives-Lernen_12-06-03_14-11-77_SB03+13706	1680.0	HA-Kooperatives-Lernen_12-06-03_14-11-77_SB03	12-06-03_HA-Kooperatives-Lernen_14-11-77_SB03.txt	ich	13706	13709	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	fullmatch	tivationalen Orientierungen und Interessen um auf zentrale Komponenten der Lernmotivation aufmerksam zu machen.  Die Einzelnen Unterscheidungen werde 	ich	 im einzelnen erläutern: Bedürfnisse: „Bedürfnisse sind grundlegende, in der Natur des Menschen verankerte Antriebskräfte, die das Lernverhalten auf e	4	Verfasser-Ich
HA-Kooperatives-Lernen_12-06-03_14-11-77_SB03+15487	1681.0	HA-Kooperatives-Lernen_12-06-03_14-11-77_SB03	12-06-03_HA-Kooperatives-Lernen_14-11-77_SB03.txt	ich	15487	15490	Verfasser-Ich	Forscher-Ich	Forscher-Ich	Verfasser-Ich	fullmatch	 2000:185).“ Dies kann zum Beispiel lernen sein, im Hinblick auf eine Klausur.Dabei ist die Motivation von „außen“ gelenkt. Im folgenden Teil beziehe 	ich	 mich auf die Beobachtungen die ich an einer 3. Klasse an der Sprachheilschule Eschenweg, bei einer Hospitation gemacht habe. Wir beobachteten diese S	2	Verfasser-Ich
HA-Kooperatives-Lernen_12-06-03_14-11-77_SB03+15522	1682.0	HA-Kooperatives-Lernen_12-06-03_14-11-77_SB03	12-06-03_HA-Kooperatives-Lernen_14-11-77_SB03.txt	ich	15522	15525	Verfasser-Ich	Forscher-Ich	Forscher-Ich	Verfasser-Ich	fullmatch	 lernen sein, im Hinblick auf eine Klausur.Dabei ist die Motivation von „außen“ gelenkt. Im folgenden Teil beziehe ich mich auf die Beobachtungen die 	ich	 an einer 3. Klasse an der Sprachheilschule Eschenweg, bei einer Hospitation gemacht habe. Wir beobachteten diese Schülerinnen und Schüler unter versc	2	Verfasser-Ich
HA-Kooperatives-Lernen_12-06-03_14-11-77_SB03+19017	1684.0	HA-Kooperatives-Lernen_12-06-03_14-11-77_SB03	12-06-03_HA-Kooperatives-Lernen_14-11-77_SB03.txt	ich	19017	19020	Erzähler-Ich	Erzähler-Ich	Forscher-Ich	Erzähler-Ich	fullmatch	eiden Schülerinnen eine Mutistin ist und sich nur mit ihrer Sitznachbarin über Zeichensprache verständigt. Und da an dem Gruppentisch links außen, wo 	ich	 meine Beobachtung tätigte einige Schülerinnen und Schüler fehlten, musste sich Emel*, die eigentlich am Gruppentisch rechts außen sitzt, sich nach de	3	Erzähler-Ich
HA-Kooperatives-Lernen_12-06-03_14-11-77_SB03+19366	1685.0	HA-Kooperatives-Lernen_12-06-03_14-11-77_SB03	12-06-03_HA-Kooperatives-Lernen_14-11-77_SB03.txt	ich	19366	19369	Verfasser-Ich	Verfasser-Ich	Forscher-Ich	Verfasser-Ich	fullmatch	uppentisch von Laura* und Sonja* setzen.    5.3 Beobachtung der Gruppe  (Hauptperson : Tom*) beim Kooperativen Lernen In diesem Teil der Arbeit werde 	ich	 versuchen meine Beobachtungen bezüglich Tom*, während der Einzelarbeit, Partnerarbeit und Gruppenarbeit zu beschreiben um einen Eindruck zu beschaffe	3	Verfasser-Ich
