	ID	Text	Text_korr	Span	StartChar	EndChar	Code-annotator1	Code-annotator2	Code-annotator3	Code-annotator4
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+15: 706	1391.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	ich	296	305	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+15: 872	1392.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	ich	227	236	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+15: 918	1393.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	ich	471	480	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+16: 132	1400.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	ich	398	406	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+16: 644	1401.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	ich	368	377	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+17: 1002	1406.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	ich	134	142	Erzähler-Ich	Forscher-Ich*	Forscher-Ich*	Erzähler-Ich
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+17: 1058	1407.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	ich	427	435	Erzähler-Ich	Erzähler-Ich	Forscher-Ich*	Erzähler-Ich
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+17: 1303	1408.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	ich	338	346	Erzähler-Ich	Erzähler-Ich	Forscher-Ich*	Erzähler-Ich
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+17: 132	1403.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	Ich	211	220	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+17: 1352	1409.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	ich	105	113	Erzähler-Ich	Erzähler-Ich	Forscher-Ich*	Erzähler-Ich
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+17: 1385	1410.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	ich	283	292	Erzähler-Ich	Erzähler-Ich	Erzähler-Ich*	Erzähler-Ich
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+17: 1840	1411.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	ich	279	287	Verfasser-Ich	Forscher-Ich*	Erzähler-Ich*	Verfasser-Ich*
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+17: 2010	1412.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	ich	246	254	Erzähler-Ich	Forscher-Ich*	Erzähler-Ich	Erzähler-Ich
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+17: 2059	1413.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	ich	520	529	Erzähler-Ich	Forscher-Ich*	Erzähler-Ich	Erzähler-Ich
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+17: 2184	1414.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	ich	253	262	Erzähler-Ich	Erzähler-Ich	Erzähler-Ich	Forscher-Ich*
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+17: 2736	1415.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	ich	367	375	Erzähler-Ich	Erzähler-Ich*	Forscher-Ich*	Forscher-Ich
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+17: 870	1404.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	ich	396	404	Verfasser-Ich	Forscher-Ich*	Verfasser-Ich	Verfasser-Ich*
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+17: 892	1405.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	ich	497	505	Erzähler-Ich	Forscher-Ich*	Forscher-Ich*	Verfasser-Ich*
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+17: 90	1402.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	ich	445	453	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+18: 39	1416.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	Ich	273	284	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+20: 180	1418.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	ich	494	502	Eid	Eid	Eid	Eid
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+20: 29	1417.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	None	166	175	None	Eid	Eid	Eid
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+2: 104	1330.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	Ich	128	137	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+2: 219	1331.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	Ich	128	137	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+2: 557	1332.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	Ich	128	137	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+3: 1089	1333.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	ich	269	277	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+3: 1345	1334.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	Ich	199	208	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+3: 1408	1335.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	ich	520	529	Erzähler-Ich	Verfasser-Ich	Erzähler-Ich*	Verfasser-Ich
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+3: 1509	1336.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	ich	257	265	Verfasser-Ich	Verfasser-Ich	Forscher-Ich	Verfasser-Ich
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+3: 1631	1337.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	Ich	451	460	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+3: 1776	1338.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	ich	316	324	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+3: 1839	1339.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	ich	206	214	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+3: 2109	1340.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	ich	185	193	Erzähler-Ich	Erzähler-Ich	Erzähler-Ich	Erzähler-Ich
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+4: 112	1342.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	ich	168	176	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+4: 180	1344.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	Ich	519	529	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+4: 263	1345.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	ich	504	512	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+4: 33	1341.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	ich	222	230	Erzähler-Ich	Erzähler-Ich	Erzähler-Ich	Erzähler-Ich
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+4: 373	1346.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	ich	265	273	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+5: 1112	1351.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	ich	506	514	Erzähler-Ich	Erzähler-Ich	Erzähler-Ich*	Erzähler-Ich
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+5: 1268	1352.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	ich	362	370	Verfasser-Ich	Verfasser-Ich	Erzähler-Ich*	Verfasser-Ich
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+5: 1364	1354.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	ich	312	320	Erzähler-Ich	Erzähler-Ich	Forscher-Ich*	Erzähler-Ich*
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+5: 1383	1355.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	Ich	409	418	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+5: 148	1347.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	ich	82	90	Erzähler-Ich	Erzähler-Ich	Forscher-Ich*	Erzähler-Ich
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+5: 1517	1356.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	Ich	123	134	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+5: 466	1348.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	ich	350	359	Erzähler-Ich	Erzähler-Ich	Erzähler-Ich*	Erzähler-Ich
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+5: 537	1349.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	ich	270	279	Erzähler-Ich	Erzähler-Ich	Erzähler-Ich*	Erzähler-Ich
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+5: 671	1350.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	ich	110	118	Erzähler-Ich	Erzähler-Ich	Erzähler-Ich*	Erzähler-Ich
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+6: 117	1357.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	Ich	194	203	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+6: 246	1358.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	ich	404	412	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+6: 331	1359.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	Ich	385	394	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+6: 351	1360.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	Ich	490	499	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+6: 397	1361.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	ich	266	274	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+6: 548	1362.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	ich	111	119	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+7: 1076	1368.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	ich	232	240	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+7: 1242	1369.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	ich	158	166	Verfasser-Ich	Verfasser-Ich	Forscher-Ich*	Verfasser-Ich
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+7: 1409	1370.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	ich	185	193	Verfasser-Ich	Verfasser-Ich	Forscher-Ich	Verfasser-Ich
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+7: 1667	1371.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	ich	125	133	Erzähler-Ich	Erzähler-Ich	Forscher-Ich	Erzähler-Ich
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+7: 1772	1372.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	ich	210	218	Erzähler-Ich	Erzähler-Ich	Erzähler-Ich*	Erzähler-Ich
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+7: 264	1364.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	Ich	322	331	Erzähler-Ich	Erzähler-Ich*	Forscher-Ich	Erzähler-Ich
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+7: 314	1365.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	ich	105	113	Erzähler-Ich	Erzähler-Ich*	Verfasser-Ich	Erzähler-Ich
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+7: 444	1366.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	ich	329	337	Erzähler-Ich	Erzähler-Ich*	Forscher-Ich	Erzähler-Ich
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+7: 562	1367.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	Ich	123	134	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+7: 79	1363.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	ich	227	235	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich
HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-+8: 719	1373.0	HA-Analyse-einer-kommunikativen-Herausforderung_11-12-13_24-29-	11-12-13_HA-Analyse-einer-kommunikativen-Herausforderung_24-29-.txt	ich	311	319	Forscher-Ich	Erzähler-Ich*	Forscher-Ich*	Forscher-Ich*
HA-Analyse_16-02-29_10-07-01_SB01+10171	1318.0	HA-Analyse_16-02-29_10-07-01_SB01	16-02-29_HA-Analyse_10-07-01_SB01.txt	ich	10171	10174	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Analyse_16-02-29_10-07-01_SB01+10203	1317.0	HA-Analyse_16-02-29_10-07-01_SB01	16-02-29_HA-Analyse_10-07-01_SB01.txt	ich	10203	10206	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Analyse_16-02-29_10-07-01_SB01+10444	1316.0	HA-Analyse_16-02-29_10-07-01_SB01	16-02-29_HA-Analyse_10-07-01_SB01.txt	ich	10444	10447	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Analyse_16-02-29_10-07-01_SB01+10966	1319.0	HA-Analyse_16-02-29_10-07-01_SB01	16-02-29_HA-Analyse_10-07-01_SB01.txt	ich	10966	10969	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Analyse_16-02-29_10-07-01_SB01+11011	1320.0	HA-Analyse_16-02-29_10-07-01_SB01	16-02-29_HA-Analyse_10-07-01_SB01.txt	ich	11011	11014	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Analyse_16-02-29_10-07-01_SB01+11382	1321.0	HA-Analyse_16-02-29_10-07-01_SB01	16-02-29_HA-Analyse_10-07-01_SB01.txt	ich	11382	11385	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Analyse_16-02-29_10-07-01_SB01+11402	1322.0	HA-Analyse_16-02-29_10-07-01_SB01	16-02-29_HA-Analyse_10-07-01_SB01.txt	ich	11402	11405	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Analyse_16-02-29_10-07-01_SB01+11440	1323.0	HA-Analyse_16-02-29_10-07-01_SB01	16-02-29_HA-Analyse_10-07-01_SB01.txt	ich	11440	11443	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Analyse_16-02-29_10-07-01_SB01+11489	1324.0	HA-Analyse_16-02-29_10-07-01_SB01	16-02-29_HA-Analyse_10-07-01_SB01.txt	ich	11489	11492	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Analyse_16-02-29_10-07-01_SB01+11533	1325.0	HA-Analyse_16-02-29_10-07-01_SB01	16-02-29_HA-Analyse_10-07-01_SB01.txt	ich	11533	11536	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
HA-Analyse_16-02-29_10-07-01_SB01+11561	1326.0	HA-Analyse_16-02-29_10-07-01_SB01	16-02-29_HA-Analyse_10-07-01_SB01.txt	ich	11561	11564	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
