	ID	Text	Text_korr	Span	StartChar	EndChar	Code-annotator1	Code-annotator2	Code-annotator3	Code-annotator4	status	context_before	match	context_after
HA-Modalverben_12-03-24_03-19-57_15-24-58_SB03+14703	1886.0	HA-Modalverben_12-03-24_03-19-57_15-24-58_SB03	12-03-24_HA-Modalverben_03-19-57_15-24-58_SB03.txt	Ich	14703	14706	SB-Ich	SB-Ich	SB-Ich	SB-Ich	fullmatch	e angeben. nenne sie ruhig noch einmal. Vielleicht kannst du die Beispiele in den Absatz oben auf dieser Seite mit einfügen? Das ist ein langer Satz! 	Ich	 verstehe ihn nicht genau. In diesem Abschnitt wäre es toll, wenn die Beispielsätze irgendwie anders formatiert wären, als der Text, z.B. indem du sie
HA-Modalverben_12-03-24_03-19-57_15-24-58_SB03+3965	1873.0	HA-Modalverben_12-03-24_03-19-57_15-24-58_SB03	12-03-24_HA-Modalverben_03-19-57_15-24-58_SB03.txt	Ich	3965	3968	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	fullmatch	en“.   Im folgenden werden die Beispiele von jeweils Modalverben erwähnt.  (1) Modalverben mit Vermutungsbedeutung: „Müssen“ – Gewißheit, Überzeugung 	Ich	 rufe ihn jetzt an, er muss eigentlich schon im Büro sein. „Dürfen“ – Wahrscheinlighkeit Er dürfte der Täter sein. „Mögen“ – einräumende Vermutung  Er
HA-Modalverben_12-03-24_03-19-57_15-24-58_SB03+5989	1874.0	HA-Modalverben_12-03-24_03-19-57_15-24-58_SB03	12-03-24_HA-Modalverben_03-19-57_15-24-58_SB03.txt	Ich	5989	5992	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	fullmatch	ihn im Krankenhaus besuchen. 2. können  Hier gibt es drei Varianten: Möglichkeit, Fähigkeit und Erlaubnis. Die Beispiele werden im folgenden genannt. 	Ich	 habe nicht kommen können, weil meine Frau krank ist. (Möglichkeit) Eine verursachte Möglichkeit wird durch objektive Bedingungen ausgedrückt. Er kann
HA-Modalverben_12-03-24_03-19-57_15-24-58_SB03+6249	1875.0	HA-Modalverben_12-03-24_03-19-57_15-24-58_SB03	12-03-24_HA-Modalverben_03-19-57_15-24-58_SB03.txt	ich	6249	6252	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	fullmatch	 objektive Bedingungen ausgedrückt. Er kann Gitarre spielen. (Fähigkeit) Eine verursachte Möglichkeit wird durch das Subjekt selbst bezeichnet.  Kann 	ich	 noch ein Stück Kuchen haben? (Erlaubnis) Dieser Gebrauch von „können“ ist besonders umgangssprachlich üblich und „können „ersetzt in dieser Variante 
HA-Modalverben_12-03-24_03-19-57_15-24-58_SB03+6756	1876.0	HA-Modalverben_12-03-24_03-19-57_15-24-58_SB03	12-03-24_HA-Modalverben_03-19-57_15-24-58_SB03.txt	ich	6756	6759	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	fullmatch	ichnet. In der Variante 2 wird Einräumung genannt. Anschließend wird in Variante 3 indirekte Aufforderung vorgestellt. Wunsch und Lust Gestern wollte 	ich	 ins Kino gehen, heute möchte ich lieber zu Hause bleiben.  „Mögen“ in dieser Variante wird im Konj. Prät. Verbendet, der dabei die Gegenwart bezeichn
HA-Modalverben_12-03-24_03-19-57_15-24-58_SB03+6789	1877.0	HA-Modalverben_12-03-24_03-19-57_15-24-58_SB03	12-03-24_HA-Modalverben_03-19-57_15-24-58_SB03.txt	ich	6789	6792	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	fullmatch	nräumung genannt. Anschließend wird in Variante 3 indirekte Aufforderung vorgestellt. Wunsch und Lust Gestern wollte ich ins Kino gehen, heute möchte 	ich	 lieber zu Hause bleiben.  „Mögen“ in dieser Variante wird im Konj. Prät. Verbendet, der dabei die Gegenwart bezeichnet. Für di Vregangenheit wird „wo
HA-Modalverben_12-03-24_03-19-57_15-24-58_SB03+7385	1878.0	HA-Modalverben_12-03-24_03-19-57_15-24-58_SB03	12-03-24_HA-Modalverben_03-19-57_15-24-58_SB03.txt	Ich	7385	7388	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	fullmatch	er möge in ihrer Wohnung nicht rauchen. 4. müssen „Müssen“ in dieser Variante drücht eine durch objektiver Modalität die Bedeutung der Notwendigkeit: 	Ich	 muss abnehmen! Die durch müssen gekennzeichnete Notwendigkeit kann im Subjekt selbst liegen und auch äußere Gründe verschiedener Art haben. Ich muss 
HA-Modalverben_12-03-24_03-19-57_15-24-58_SB03+7529	1879.0	HA-Modalverben_12-03-24_03-19-57_15-24-58_SB03	12-03-24_HA-Modalverben_03-19-57_15-24-58_SB03.txt	Ich	7529	7532	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	fullmatch	keit: Ich muss abnehmen! Die durch müssen gekennzeichnete Notwendigkeit kann im Subjekt selbst liegen und auch äußere Gründe verschiedener Art haben. 	Ich	 muss jeden Tag 80 kilometer zur Arbeit fahren. Die Verneinungsform steht zumeist brauchen mit Infinitiv + (zu). Da müssen mit Infinitiv im Sinne eine
HA-Modalverben_12-03-24_03-19-57_15-24-58_SB03+8547	1880.0	HA-Modalverben_12-03-24_03-19-57_15-24-58_SB03	12-03-24_HA-Modalverben_03-19-57_15-24-58_SB03.txt	ich	8547	8550	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	fullmatch	kheit. Das sollte sich später rächen. Die Variante 3 drückt indirekte Aufforderung aus. von sollen ist nur im Konj.Präs. möglich.  Er hat mir gesagt, 	ich	 sollte nicht auf ihn warten. Die vierte Variante ist Eventualität. Diese Variante ist nur mit sollen im Konj. Prät. möglich. Wenn du ihn sehen sollte
HA-Modalverben_12-03-24_03-19-57_15-24-58_SB03+8904	1881.0	HA-Modalverben_12-03-24_03-19-57_15-24-58_SB03	12-03-24_HA-Modalverben_03-19-57_15-24-58_SB03.txt	ich	8904	8907	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	fullmatch	nten: Wille und Absicht, Zukunft und Notwendigkeit und Bestimmung. Der Wille, der duch wollen ausgedrückt werden, kann etwas stark sein. Diesmal will 	ich	 dir noch verzeihen. ( = Diesmal verzeihe ich dir noch).  Die Modalverben „wollen“ häufig ein Wunsch als ein Will ausgedrückt, besondere in der Vergan
HA-Modalverben_12-03-24_03-19-57_15-24-58_SB03+8949	1882.0	HA-Modalverben_12-03-24_03-19-57_15-24-58_SB03	12-03-24_HA-Modalverben_03-19-57_15-24-58_SB03.txt	ich	8949	8952	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	fullmatch	gkeit und Bestimmung. Der Wille, der duch wollen ausgedrückt werden, kann etwas stark sein. Diesmal will ich dir noch verzeihen. ( = Diesmal verzeihe 	ich	 dir noch).  Die Modalverben „wollen“ häufig ein Wunsch als ein Will ausgedrückt, besondere in der Vergangenheit. Ich wollte ihn (gerade) fragen, aber
HA-Modalverben_12-03-24_03-19-57_15-24-58_SB03+9066	1883.0	HA-Modalverben_12-03-24_03-19-57_15-24-58_SB03	12-03-24_HA-Modalverben_03-19-57_15-24-58_SB03.txt	Ich	9066	9069	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	fullmatch	 verzeihen. ( = Diesmal verzeihe ich dir noch).  Die Modalverben „wollen“ häufig ein Wunsch als ein Will ausgedrückt, besondere in der Vergangenheit. 	Ich	 wollte ihn (gerade) fragen, aber sie hielt mich zurück. Der „Wollen“, der Zukunft kennzeichnet, ist vor allem in der 1. Person oft durch „werden“ ers
HA-Modalverben_12-03-24_03-19-57_15-24-58_SB03+9227	1884.0	HA-Modalverben_12-03-24_03-19-57_15-24-58_SB03	12-03-24_HA-Modalverben_03-19-57_15-24-58_SB03.txt	Ich	9227	9230	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	fullmatch	ihn (gerade) fragen, aber sie hielt mich zurück. Der „Wollen“, der Zukunft kennzeichnet, ist vor allem in der 1. Person oft durch „werden“ ersetzbar. 	Ich	 will hier warten, bis du zurückkommst. Der Beispiel von „wollen“, der Notwendigkeit und Bestimmung ausdrücken, sind im folgenden. Die Sache will gut 
HA-Motivation_15-12-07_24-05-64_SB02+4450	1887.0	HA-Motivation_15-12-07_24-05-64_SB02	15-12-07_HA-Motivation_24-05-64_SB02.txt	ich	4450	4453	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich*	Verfasser-Ich	rough_match_5	ung positiver Kontakte mit unterschiedlichsten Gegenstandsbereichen“) (vgl.S60 Lernpsychologie)  (Auf die Vermittlung der „positiven Kontakte“, werde 	ich	 nun genauerer eingehen und die jeweilige Schritte, die das Interesse des Lernens hervorrufen, untersuchen.- Warum in Klammern?- Ich- Verwendungen wer
HA-Motivation_15-12-07_24-05-64_SB02+4582	1888.0	HA-Motivation_15-12-07_24-05-64_SB02	15-12-07_HA-Motivation_24-05-64_SB02.txt	Ich	4582	4585	"""Ich"" in Beispielen,Zitaten etc"	SB-Ich	"""Ich"" in Beispielen,Zitaten etc"	"SB thematisiert ""Ich"""	rough_match_5	 Kontakte“, werde ich nun genauerer eingehen und die jeweilige Schritte, die das Interesse des Lernens hervorrufen, untersuchen.- Warum in Klammern?- 	Ich	- Verwendungen werden normalerweise in wissenschaftlichen Texten vermieden.  1) Erwerb von sozialer Kompetenz: Die „positiven Kontakte“ - Warum Anführ
HA-Motivation_15-12-07_24-05-64_SB02+6110	1889.0	HA-Motivation_15-12-07_24-05-64_SB02	15-12-07_HA-Motivation_24-05-64_SB02.txt	ich	6110	6113	"""Ich"" in Beispielen,Zitaten etc"	Verfasser-Ich*	Verfasser-Ich*	Sonstige	rough_match_5	te am Lerninhalt) kann der Anreiz von Lerngegenständen beeinflusst werden. Unter Umständen kann es zu dauerhaftem Interesse überführen. ( hier müsste 	ich	 wahrscheinlich mehr darüber sagen, wie genau diese Neugier im Unterricht erzeugt werden kann..?)Würde sicher nicht schaden ;)   3) Herstellung einer 
HA-Motivation_15-12-07_24-05-64_SB02+7716	1890.0	HA-Motivation_15-12-07_24-05-64_SB02	15-12-07_HA-Motivation_24-05-64_SB02.txt	ich	7716	7719	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	no_match	None	None	None
HA-Motivation_15-12-07_24-05-64_SB02+9417	1891.0	HA-Motivation_15-12-07_24-05-64_SB02	15-12-07_HA-Motivation_24-05-64_SB02.txt	ich	9417	9420	SB-Ich	SB-Ich	SB-Ich	SB-Ich	rough_match_5	xperimentieren erreicht werden. Dabei ist es wichtig, dem Lernenden einen Freiraum für das Bestimmen seiner - für ihn interessantem Thema - das würde 	ich	 in der Mehrzahl schreiben zu geben.  Somit kann das Kind neue „Entdeckungen“ und Erkenntnisse für sich machen, die zu einem Flow- Zustand führen könn
HA-Motivation_15-12-07_24-05-64_SB02+9886	1894.0	HA-Motivation_15-12-07_24-05-64_SB02	15-12-07_HA-Motivation_24-05-64_SB02.txt	ich	9886	9889	Verfasser-Ich	SB-Ich	Forscher-Ich	Verfasser-Ich	rough_match_5	ereitschaft. Die Aufgaben mit dem sich der Schüler auseinandersetzt, sollten an das Fähigkeitsniveau des Schülers angepasst werden.     Danach möchte 	ich	- Bitte Ich Verwendungen meiden einen die genannten Methoden/ Motive nochmal zusammen fassen und im Schluss deutlich machen- Bitte Satzverständnis prü
HA-Motivation_15-12-07_24-05-64_SB02+9897	1895.0	HA-Motivation_15-12-07_24-05-64_SB02	15-12-07_HA-Motivation_24-05-64_SB02.txt	Ich	9897	9900	"SB thematisiert ""Ich"""	"SB thematisiert ""Ich"""	"SB thematisiert ""Ich"""	None	rough_match_5	. Die Aufgaben mit dem sich der Schüler auseinandersetzt, sollten an das Fähigkeitsniveau des Schülers angepasst werden.     Danach möchte ich- Bitte 	Ich	 Verwendungen meiden einen die genannten Methoden/ Motive nochmal zusammen fassen und im Schluss deutlich machen- Bitte Satzverständnis prüfen, welche
HA-Narative-Urbanen_15-05-20_29-02-94_SB28+11638	1898.0	HA-Narative-Urbanen_15-05-20_29-02-94_SB28	15-05-20_HA-Narative-Urbanen_29-02-94_SB28.txt	ich	11638	11641	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	fullmatch	einen aber diese Details als unwichtig, er begreift nicht ganz genau, was Besonders in diesem „Stadtführer“ ist. Darauf meint der Erzähler: „Wie kann 	ich	 ihm begreiflich machen, dass ich jemandes künftige Erinnerungen geschaut habe?“49.  Die Erzählung „Berlin, ein Stadtführer“, die nur kurze fünf Kapit
HA-Narative-Urbanen_15-05-20_29-02-94_SB28+11671	1899.0	HA-Narative-Urbanen_15-05-20_29-02-94_SB28	15-05-20_HA-Narative-Urbanen_29-02-94_SB28.txt	ich	11671	11674	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	fullmatch	chtig, er begreift nicht ganz genau, was Besonders in diesem „Stadtführer“ ist. Darauf meint der Erzähler: „Wie kann ich ihm begreiflich machen, dass 	ich	 jemandes künftige Erinnerungen geschaut habe?“49.  Die Erzählung „Berlin, ein Stadtführer“, die nur kurze fünf Kapitel umfasst, wird von Literaturkri
HA-Narative-Urbanen_15-05-20_29-02-94_SB28+9634	1896.0	HA-Narative-Urbanen_15-05-20_29-02-94_SB28	15-05-20_HA-Narative-Urbanen_29-02-94_SB28.txt	ich	9634	9637	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	fullmatch	fremde Kultur und Gesellschaft der deutschen Hauptstadt nicht eingelebt43. In seine Autobiographie „Erinnerung, sprich“ schreibt er folgendes:  „Wenn 	ich	 auf jene Jahre des Exils zurückschaue, sehe ich mich und Tausende anderer Russen ein seltsames, aber keineswegs unangenehmes Leben in materieller Arm
HA-Narative-Urbanen_15-05-20_29-02-94_SB28+9682	1897.0	HA-Narative-Urbanen_15-05-20_29-02-94_SB28	15-05-20_HA-Narative-Urbanen_29-02-94_SB28.txt	ich	9682	9685	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	fullmatch	ptstadt nicht eingelebt43. In seine Autobiographie „Erinnerung, sprich“ schreibt er folgendes:  „Wenn ich auf jene Jahre des Exils zurückschaue, sehe 	ich	 mich und Tausende anderer Russen ein seltsames, aber keineswegs unangenehmes Leben in materieller Armut und intellektuellem Luxus führen, ein Leben u
HA-NdL_15-06-01_18-16-73_WB06+10362	1916.0	HA-NdL_15-06-01_18-16-73_WB06	15-06-01_HA-NdL_18-16-73_WB06.txt	Ich	10362	10365	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	rough_match_5	äsenz der Pferde wird wiederum dokumentiert: ,schattenhaft schwanken die Pferdeköpfe in den Fensterlöchern'.“  Ein Fazit Kremers ist: „Das erzählende 	Ich	 hat sich in die verschiedenen Figuren 'seiner' Erzählung aufgespaltet und nimmt sie am Schluß wieder zurück, um sein Alleinsein in der einsamen 'Schn
HA-NdL_15-06-01_18-16-73_WB06+11923	1917.0	HA-NdL_15-06-01_18-16-73_WB06	15-06-01_HA-NdL_18-16-73_WB06.txt	Ich	11923	11926	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	rough_match_5	chen der 672. Nacht, in der … [Warum kann man die beiden Szenen vergleichen? Zu welchem Urteil kommt er?]. Dem Landarzt dagegen gehorchen die Pferde n	ich	t:Ich schwang mich aufs Pferd. Die Riemen lose schleifend, ein Pferd kaum mit dem andern verbunden, der Wagen irrend hinterher, der Pelz als letzter i
HA-NdL_15-06-01_18-16-73_WB06+12097	1918.0	HA-NdL_15-06-01_18-16-73_WB06	15-06-01_HA-NdL_18-16-73_WB06.txt	ich	12097	12100	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	rough_match_5	erd. Die Riemen lose schleifend, ein Pferd kaum mit dem andern verbunden, der Wagen irrend hinterher, der Pelz als letzter im Schnee. »Munter!« sagte 	ich	, aber munter ging's nicht; langsam wie alte Männer zogen wir durch die Schneewüste […].  Kropp weist auf die Macht der Ohnmacht hin: „Die Macht, die 
HA-NdL_15-06-01_18-16-73_WB06+13153	1919.0	HA-NdL_15-06-01_18-16-73_WB06	15-06-01_HA-NdL_18-16-73_WB06.txt	ich	13153	13156	Forscher-Ich	Forscher-Ich*	Forscher-Ich*	Forscher-Ich*	rough_match_5	nd führen den Landarzt am Ende im Auftrag einer höheren Macht in ihr Totenreich zurück.     4. Mein Deutungsversuch Engel und Auerochs  folgend, gehe 	ich	 davon aus, dass es sich bei Ein Landarzt um eine komplexe Erzählung handelt, die sich einer eindimensionalen Interpretation widersetzt. Gerhard Neuma
HA-NdL_15-06-01_18-16-73_WB06+13917	1920.0	HA-NdL_15-06-01_18-16-73_WB06	15-06-01_HA-NdL_18-16-73_WB06.txt	ich	13917	13920	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich*	Verfasser-Ich	rough_match_5	ionalität der Handlung.Nachdem im vorangegangen Kapitel die einschlägigen Interpretationsansätze der neueren Forschung zusammengetragen wurden, werde 	ich	 im Folgenden meine eigene Deutung darlegen und einige prägnante Positionen in der bisherigen Deutungsgeschichte zur Rolle der Pferde in Franz Kafkas 
HA-NdL_15-06-01_18-16-73_WB06+15109	1921.0	HA-NdL_15-06-01_18-16-73_WB06	15-06-01_HA-NdL_18-16-73_WB06.txt	Ich	15109	15112	Forscher-Ich	Forscher-Ich	Forscher-Ich	Forscher-Ich	rough_match_5	n des Gespanns und ihres Knechtes handelt. Die Pferde ziehen den Landarzt gleichsam aus dem Albtraum der Ausgangssituation in eine andere Traumebene. 	Ich	 deute das Auftreten der Pferde und des Knechts als eine weitere Traumebene, in der der Knecht das Dienstmädchen bedrängt und die Pferde den Landarzt 
HA-NdL_15-06-01_18-16-73_WB06+19049	1922.0	HA-NdL_15-06-01_18-16-73_WB06	15-06-01_HA-NdL_18-16-73_WB06.txt	ich	19049	19052	Eid	Eid	Eid	Eid	rough_match_5	Werk und Seine Wirkung. Stuttgart: Alfred Kröner Verlag 1979, S. 444-450. 7. Erklärung über das selbständige Verfassen der Seminararbeit „Hiermit vers	ich	ere ich, dass ich die vorliegende Seminararbeit selbständig unter Benutzung keiner anderen Quellen als der genannten (gedruckten Werke, Werke in elekt
HA-NdL_15-06-01_18-16-73_WB06+19059	1923.0	HA-NdL_15-06-01_18-16-73_WB06	15-06-01_HA-NdL_18-16-73_WB06.txt	ich	19059	19062	Eid	Eid	Eid	Eid	rough_match_5	rkung. Stuttgart: Alfred Kröner Verlag 1979, S. 444-450. 7. Erklärung über das selbständige Verfassen der Seminararbeit „Hiermit versichere ich, dass 	ich	 die vorliegende Seminararbeit selbständig unter Benutzung keiner anderen Quellen als der genannten (gedruckten Werke, Werke in elektronischer Form im
HA-NdL_15-06-01_18-16-73_WB06+19349	1924.0	HA-NdL_15-06-01_18-16-73_WB06	15-06-01_HA-NdL_18-16-73_WB06.txt	ich	19349	19352	Eid	Eid	Eid	Eid	rough_match_5	scher Form im Internet, auf CD und anderen Speichermedien) verfasst habe. Alle aus solchen Quellen wörtlich oder sinngemäß übernommenen Passagen habe 	ich	 im Einzelnen unter genauer Angabe des Fundortes gekennzeichnet. Quellentexte, die nur in elektronischer Form zugänglich waren, habe ich in den wesent
HA-NdL_15-06-01_18-16-73_WB06+19485	1925.0	HA-NdL_15-06-01_18-16-73_WB06	15-06-01_HA-NdL_18-16-73_WB06.txt	ich	19485	19488	Eid	Eid	Eid	Eid	rough_match_5	Passagen habe ich im Einzelnen unter genauer Angabe des Fundortes gekennzeichnet. Quellentexte, die nur in elektronischer Form zugänglich waren, habe 	ich	 in den wesentlichen Auszügen kopiert und der Ausarbeitung angehängt. Die schriftliche Fassung entspricht derjenigen auf dem elektronischen Speicherme
HA-NdL_15-06-01_18-16-73_WB06+19672	1926.0	HA-NdL_15-06-01_18-16-73_WB06	15-06-01_HA-NdL_18-16-73_WB06.txt	ich	19672	19675	Eid	Eid	Eid	Eid	rough_match_5	ert und der Ausarbeitung angehängt. Die schriftliche Fassung entspricht derjenigen auf dem elektronischen Speichermedium. Die vorliegende Arbeit habe 	ich	 vorher nicht in einem anderen Prüfungsverfahren eingereicht.“    Datum/ Unterschrift  Engel, Manfred / Auerochs, Bernd (Hrg.): Kafka-Handbuch. Leben,
HA-NdL_15-06-01_18-16-73_WB06+21854	1927.0	HA-NdL_15-06-01_18-16-73_WB06	15-06-01_HA-NdL_18-16-73_WB06.txt	Ich	21854	21857	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"SB thematisiert ""Ich"""	Sonstige	rough_match_5	. 347.  Kropp, Pferdedarstellung, S. 159 Kremer bringt insgesamt eine sexualisierte Deutung: „Die Erzählung vom Landarzt beginnt, als die berichtende 	Ich	-Figur einen unbewussten aggressiv-männlichen, wie es heißt: viehischen Teil von sich abspaltet, der ihm in einem symbolischen Austausch von Pferden g
HA-NdL_15-06-01_18-16-73_WB06+2259	1900.0	HA-NdL_15-06-01_18-16-73_WB06	15-06-01_HA-NdL_18-16-73_WB06.txt	Ich	2259	2262	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	fullmatch	4) zweite Annäherung; (5) dritte Annäherung (Entdeckung der Wunde); (6) ‚Ritual’ des Ausziehens und Ins-Bett-Legens; (7) Flucht vom Hof des Kranken.  	Ich	 möchte mich im Folgenden auf die Rolle der Pferde in den einzelnen Abschnitten und ihre Deutungsmöglichkeiten konzentrieren. Ziel meiner Arbeit ist e
HA-NdL_15-06-01_18-16-73_WB06+23656	1928.0	HA-NdL_15-06-01_18-16-73_WB06	15-06-01_HA-NdL_18-16-73_WB06.txt	ich	23656	23659	SB-Ich	SB-Ich	SB-Ich	SB-Ich	rough_match_5	ch dem er auf dem Hof ankommt, beginnt der X. Abschnitt, „XYZ“.“ (Das schindet außerdem Platz ;)) Nicht wissenschaftlich! Die musst du noch einfügen, 	ich	 finde sowas extrem wichtig. Du könntest zB Kap.1: Der Landarzt haben, mit 1.1 Zusammenfassung der Handlung und 1.2 Das Auftreten der Pferde Die Einle
HA-NdL_15-06-01_18-16-73_WB06+24103	1929.0	HA-NdL_15-06-01_18-16-73_WB06	15-06-01_HA-NdL_18-16-73_WB06.txt	Ich	24103	24106	SB-Ich	SB-Ich	SB-Ich	SB-Ich	rough_match_5	en Forschung präsentiert, bevor ein eigener Deutungsansatz vorgestellt wird (Kap. Y) Irrelevant für deine Interpretation der Pferde in der Erzählung! 	Ich	 würde, wie oben schon geschrieben, empfehlen, dass du auch eine allgemeine Zusammenfassung der Erzählung einfügst (es sei denn, Laura Wittwer hat exp
HA-NdL_15-06-01_18-16-73_WB06+25441	1930.0	HA-NdL_15-06-01_18-16-73_WB06	15-06-01_HA-NdL_18-16-73_WB06.txt	ich	25441	25444	SB-Ich	SB-Ich	SB-Ich	SB-Ich	rough_match_5	er immer zwischen Dir als Autor und dem Referierten/Zitierten unterscheiden kann. s.o. kein Absatz nötig Wer ist Emrich? Im Literaturverzeichnis habe 	ich	 gesehen, dass du dies ein Wissenschaftler ist. Es ist unüblich, im Text auch die Vornamen von Autoren zu nennen. Emrich genügt. Notwendig ist jedoch,
HA-NdL_15-06-01_18-16-73_WB06+26014	1931.0	HA-NdL_15-06-01_18-16-73_WB06	15-06-01_HA-NdL_18-16-73_WB06.txt	ich	26014	26017	SB-Ich	SB-Ich	SB-Ich	SB-Ich	rough_match_5	ich seine Interpretation stellt und nenne diese präzise.   Willst du „nur“ zusammenfassen oder interpretieren? Das Fragezeichen aus Kommentar 22 kann 	ich	" gut nachvollziehen. So kann bzw. sollte man das nicht schreiben. Es ist das Problem der Lit.wiss. das ""immer alles schon gesagt ist"" (so hat mein Pro"
HA-NdL_15-06-01_18-16-73_WB06+26836	1932.0	HA-NdL_15-06-01_18-16-73_WB06	15-06-01_HA-NdL_18-16-73_WB06.txt	Ich	26836	26839	SB-Ich	SB-Ich	SB-Ich	SB-Ich	rough_match_5	iert Bitte keine längeren Passagen aus dem Primärtext zitieren. Dieses Zitat scheint hier auch nicht unbedingt notwendig zu sein Wie ist das gemeint? 	Ich	 kann mir darunter nichts vorstellen. kein Absatz Fass das lieber in eigenen Worten im Fließtext zusammen . versteh ich nicht kein Absatz! Es wäre sch
HA-NdL_15-06-01_18-16-73_WB06+26955	1933.0	HA-NdL_15-06-01_18-16-73_WB06	15-06-01_HA-NdL_18-16-73_WB06.txt	ich	26955	26958	SB-Ich	SB-Ich	SB-Ich	SB-Ich	rough_match_5	g zu sein Wie ist das gemeint? Ich kann mir darunter nichts vorstellen. kein Absatz Fass das lieber in eigenen Worten im Fließtext zusammen . versteh 	ich	 nicht kein Absatz! Es wäre schön, wenn du das auch reformulieren und nicht als Zitat könntest Quellenangabe Quellenangabe das gehört ins Kapitel davo
HA-NdL_15-06-01_18-16-73_WB06+27110	1934.0	HA-NdL_15-06-01_18-16-73_WB06	15-06-01_HA-NdL_18-16-73_WB06.txt	Ich	27110	27113	SB-Ich	SB-Ich	SB-Ich	SB-Ich	rough_match_5	icht kein Absatz! Es wäre schön, wenn du das auch reformulieren und nicht als Zitat könntest Quellenangabe Quellenangabe das gehört ins Kapitel davor 	Ich	 weiß nicht genau, was das bedeuten soll Hier ist eigentlich nicht der richtige Platz für eine Zusammenfassung. Die müsste als allererstes stehen Gebu
